persona,n_train_clients,config,cv_macro_f1_mean,cv_macro_f1_std,delta_vs_global,shrinkage_weight,shrunk_delta_vs_global,folds_beating_global,is_raw_best,selected_after_guardrails,used_global_fallback
High-velocity spenders,604,mean_gap|grace=10|short_gate=true,0.44290763248388065,0.03785114980652042,-0.01772201818718422,0.668141592920354,-0.01184081746134875,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=10|short_gate=true,0.442474902770963,0.04433970370697686,-0.018154747900101853,0.668141592920354,-0.012129942181041504,1,False,False,True
High-velocity spenders,604,mean_median_blend|grace=3|short_gate=true,0.4409451765002167,0.03392882463469429,-0.019684474170848176,0.668141592920354,-0.013152015928310066,0,False,False,True
High-velocity spenders,604,median_gap|grace=7|short_gate=false,0.4399676857191695,0.03316793684231691,-0.020661964951895373,0.668141592920354,-0.0138051181758239,0,False,False,True
High-velocity spenders,604,recent3_median_gap|grace=7|short_gate=true,0.4389807263763944,0.02361957674293406,-0.02164892429467047,0.668141592920354,-0.014464546763253278,0,False,False,True
High-velocity spenders,604,mean_gap|grace=3|short_gate=true,0.4384061184531502,0.028733293345809364,-0.022223532217914677,0.668141592920354,-0.01484846621639432,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=3|short_gate=true,0.43715869335348784,0.038667425834581916,-0.023470957317577035,0.668141592920354,-0.01568192280953156,0,False,False,True
High-velocity spenders,604,mean_median_blend|grace=5|short_gate=false,0.43543829691174585,0.04462741185351127,-0.025191353759319024,0.668141592920354,-0.016831391228571562,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=5|short_gate=false,0.4326567153624782,0.041801318846256826,-0.02797293530858669,0.668141592920354,-0.018689881555737125,0,False,False,True
High-velocity spenders,604,median_gap|grace=3|short_gate=false,0.432224415003129,0.02790149089590405,-0.028405235667935846,0.668141592920354,-0.018978719406452713,0,False,False,True
