persona,n_train_clients,config,cv_macro_f1_mean,cv_macro_f1_std,delta_vs_global,shrinkage_weight,shrunk_delta_vs_global,folds_beating_global,is_raw_best,selected_after_guardrails,used_global_fallback
High-velocity spenders,604,recent3_median_gap|grace=10|short_gate=true,0.43194966117677963,0.02518340642180937,-0.02867998949428524,0.668141592920354,-0.01916229386565076,0,False,False,True
High-velocity spenders,604,mean_median_blend|grace=7|short_gate=false,0.43155554741134533,0.04210570202626466,-0.02907410325971954,0.668141592920354,-0.019425617664679873,0,False,False,True
High-velocity spenders,604,mean_gap|grace=5|short_gate=false,0.4314713608077323,0.036812560660022225,-0.029158289863332576,0.668141592920354,-0.01948186623612044,0,False,False,True
High-velocity spenders,604,median_gap|grace=10|short_gate=false,0.4312765590159174,0.0326104596623228,-0.02935309165514749,0.668141592920354,-0.019612021415607396,0,False,False,True
High-velocity spenders,604,recent3_median_gap|grace=3|short_gate=true,0.42852940686480057,0.02090390790910913,-0.032100243806264306,0.668141592920354,-0.021447508029849162,0,False,False,True
High-velocity spenders,604,median_gap|grace=0|short_gate=true,0.42742359087667303,0.024978024403153946,-0.03320605979439184,0.668141592920354,-0.02218634968563349,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=7|short_gate=false,0.42725808007942073,0.039776371133982025,-0.03337157059164414,0.668141592920354,-0.022296934333355157,0,False,False,True
High-velocity spenders,604,mean_median_blend|grace=0|short_gate=true,0.4268418198270014,0.0299399948286583,-0.03378783084406345,0.668141592920354,-0.022575055121476024,0,False,False,True
High-velocity spenders,604,mean_gap|grace=7|short_gate=false,0.42619852893383203,0.03579675550257994,-0.03443112173723284,0.668141592920354,-0.023004864523549377,0,False,False,True
High-velocity spenders,604,mean_median_blend|grace=3|short_gate=false,0.42481260902242396,0.033631266549603266,-0.03581704164864091,0.668141592920354,-0.0239308552608176,0,False,False,True
High-velocity spenders,604,mean_median_blend|grace=10|short_gate=false,0.42454346131203274,0.04081433368225192,-0.03608618935903213,0.668141592920354,-0.024110684040769256,0,False,False,True
High-velocity spenders,604,mean_gap|grace=0|short_gate=true,0.42300966039559,0.014317305223375397,-0.03761999027547486,0.668141592920354,-0.025135480228304,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=0|short_gate=true,0.4226542000575667,0.03389869260515339,-0.03797545061349816,0.668141592920354,-0.025372978064770898,0,False,False,True
High-velocity spenders,604,mean_gap|grace=3|short_gate=false,0.42221076469402,0.028997678414784112,-0.03841888597704485,0.668141592920354,-0.025669255674928195,0,False,False,True
High-velocity spenders,604,mean_gap|grace=10|short_gate=false,0.4220072266974387,0.03501154987312958,-0.038622423973626197,0.668141592920354,-0.025805247876183875,0,False,False,True
High-velocity spenders,604,recent3_median_gap|grace=5|short_gate=false,0.42181136310781986,0.032905999235977874,-0.03881828756324501,0.668141592920354,-0.02593611248694689,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=10|short_gate=false,0.42165448503038777,0.04049299857943863,-0.0389751656406771,0.668141592920354,-0.02604092925549665,0,False,False,True
High-velocity spenders,604,trimmed_mean_gap|grace=3|short_gate=false,0.42103729395720596,0.03734048216161468,-0.03959235671385891,0.668141592920354,-0.026453300282268565,0,False,False,True
High-velocity spenders,604,recent3_median_gap|grace=7|short_gate=false,0.42014954684939987,0.03103309846426165,-0.040480103821665,0.668141592920354,-0.027046441048988564,0,False,False,True
